ID,EmployerName,MinPositionSalary,MaxPositionSalary,OvertimePay,LumpSumPay,OtherPay,EmployeesRetirementCostCovered,HealthDentalVision,DOB,PensionFormula,EmployerURL,Location,TotalWages
113073,Saurashtra University,28152,66204,0,0,0,0,0,16-02-1987,,saurashtrauniversity.edu,Rajkot,7471.47
34486,Dharamsinh Desai University,52464,125736,0,0,650,0,23270.64,24-07-1970,2.00% @ 60,ddu.ac.in,Nadiad,71758.92
62910,Gujarat University,59076,131088,0,0,8683.08,0,8497.93,20-10-1988,2.00% @ 55,gujaratuniversity.org.in,Ahmedabad,64881.71
82194,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,0,115.5,0,0,10-03-1958,,msubaroda.ac.in,,115.5
2549,Institute of Infrastructure Technology Research and Management,85188,150792,0,0,0,,89.64,20-03-1970,,iitram.ac.in,,48550.75
94141,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,173.8,0,0,21-02-1988,,gfsu.edu.in,Gandhinagar,423.8
111691,Saurashtra University,22879.56,38749.56,0,0,702,0,0,22-09-1952,,saurashtrauniversity.edu,,702
101989,Sardar Patel University,67656,143952,0,0,-99.19,,23270.64,17-10-1958,2.00% @ 55,spuvvn.edu,,74241.4
19525,Ganpat University,49512,66192,0,0,9115.4,0,0,14-05-1973,2.00% @ 55,gu.ac.in,,43884.2
6881,Sardarkrushinagar Dantiwada Agricultural University,60864,213120,0,0,27151.5,,23270.64,02-05-1975,2.50% @ 55,sdau.edu.in,Palanpur,201021.1
25777,Bhakta Kavi Narsinh Mehta University,28152,66204,0,0,0,,0,17-01-1980,,www.bknmu.edu.in,Junagadh,1086.5
114935,Gujarat National Law University,59076,131088,0,,27226,0,89.64,06-09-1954,Part-Time Seasonal and Temporary (PST) Retirement Plan,gnlu.ac.in,Gandhinagar,51734
29770,Anand Agricultural University,22879.56,291194.4,0,0,0,,0,19-04-1988,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.aau.in,Anand ,2016
7860,Sardarkrushinagar Dantiwada Agricultural University,59076,131088,0,0,8045,,23270.64,05-09-1950,2.00% @ 62,sdau.edu.in,Palanpur,86775.76
122935,Veer Narmad South Gujarat University,22879.56,38749.56,0,0,2318.8,,0,14-08-1952,,vnsgu.ac.in,Surat,2456.3
123452,Veer Narmad South Gujarat University,44220,62556,0,,291.12,,0,26-08-1982,Part-Time Seasonal and Temporary (PST) Retirement Plan,vnsgu.ac.in,Surat,17870.83
11413,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,0,1920.2,,0,07-09-1977,,sdau.edu.in,Palanpur,3946.9
89393,Gujarat Forensic Sciences University,31200,48888,2649.94,0,4731.2,0,6287.28,22-05-1970,2.00% @ 62,gfsu.edu.in,Gandhinagar,39044.81
12543,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,0,691.9,0,0,13-10-1972,,sdau.edu.in,,691.9
109394,Saurashtra University,59076,131088,0,0,1735.19,,9329.16,02-01-1967,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot,46476.07
34862,Dharamsinh Desai University,67656,143952,0,0,0,0,23270.64,08-05-1986,2.00% @ 55,ddu.ac.in,Nadiad,85385.4
41724,Maharaja Krishnakumarsinhji Bhavnagar University,85188,150792,0,0,9699.99,0,17631.72,08-09-1987,2.00% @ 55,www.mkbhavuni.edu.in,,136408.95
13037,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,0,120,,0,14-11-1968,,sdau.edu.in,Palanpur,120
64593,Gujarat University,22879.56,38749.56,0,0,2926,0,0,14-01-1967,,gujaratuniversity.org.in,,2926
16491,Hemchandracharya North Gujarat University,67656,150792,0,0,3774.4,0,22710.84,15-11-1957,2.00% @ 62,ngu.ac.in,,70918.4
92796,Gujarat Forensic Sciences University,59076,131088,0,0,0,0,0,01-04-1968,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,Gandhinagar,11489.52
31620,Anand Agricultural University,38688,67980,0,43.45,268.19,,0,06-07-1961,2.00% @ 62,www.aau.in,Anand ,6121.39
79304,Maharaja Sayajirao University of Baroda,28079.4,41432.76,0,0,0,0,0,11-07-1973,,msubaroda.ac.in,Vadodara,369.2
105985,Saurashtra University,31200,48888,1629.96,0,5381.2,0,11540.13,26-02-1962,2.00% @ 62,saurashtrauniversity.edu,Rajkot,40441.2
18252,Shree Somnath Sanskrit University,22879.56,38749.56,0,0,138,,0,09-04-1969,,sssu.ac.in,Veraval,138
58005,Gujarat University of Transplantation Sciences,22879.56,38749.56,0,0,4806,0,0,09-02-1984,,www.guts.education,Ahmedabad,4806
80977,Maharaja Sayajirao University of Baroda,23587.2,324000,0,0,7000,0,0,02-06-1968,,msubaroda.ac.in,Vadodara,7000
29748,Anand Agricultural University,22879.56,291194.4,0,0,0,,0,17-03-1974,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.aau.in,Anand ,2866
50277,Gujarat Ayurved University,50148,71304,0,263.23,1023.79,,8576.77,06-02-1985,2.00% @ 55,ayurveduniversity.edu.in,,42757.52
122030,Veer Narmad South Gujarat University,77616,165516,0,0,14041.8,0,22299.72,26-05-1969,2.00% @ 55,vnsgu.ac.in,Surat,105227.06
52797,Gujarat University of Transplantation Sciences,59076,131088,0,0,825,0,9319.08,12-01-1953,2.00% @ 55,www.guts.education,Ahmedabad,90787.99
872,Institute of Infrastructure Technology Research and Management,39456,73944,8464.61,,650,,17631.72,24-06-1972,2.00% @ 55,iitram.ac.in,Ahmedabad,62560.97
12787,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,,655.7,0,0,18-10-1952,,sdau.edu.in,,655.7
39492,Maharaja Krishnakumarsinhji Bhavnagar University,56316,98904,0,0,5783.28,0,23270.64,26-05-1965,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar,89302
14438,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,,268.4,0,0,15-01-1956,,sdau.edu.in,Palanpur,268.4
5700,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0,0,1391.5,,0,25-08-1975,,iitram.ac.in,Ahmedabad,1391.5
14549,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,0,741.75,0,0,08-03-1970,,sdau.edu.in,Palanpur,741.75
53158,Gujarat University of Transplantation Sciences,85188,150792,0,0,20737.6,0,9237.72,26-05-1964,2.00% @ 55,www.guts.education,Ahmedabad,123775.24
45993,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,38749.56,0,0,2177.6,,0,04-08-1954,,www.mkbhavuni.edu.in,Bhavnagar,2177.6
117471,Shri Govind Guru University,59076,131088,0,0,9635.93,,22015.08,25-11-1959,2.00% @ 62,sggu.ac.in,Godhra,88736.65
75195,Gujarat Technological University,22879.56,38749.56,0,0,1656,0,0,06-11-1974,,gtu.ac.in,Ahmedabad,1656
4870,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0,0,2650.7,,0,23-08-1970,,iitram.ac.in,Ahmedabad,2650.7
20976,Bhakta Kavi Narsinh Mehta University,34260,60228,0,0,650,,17631.72,16-02-1966,2.00% @ 55,www.bknmu.edu.in,Junagadh,42881.87
46917,Maharaja Krishnakumarsinhji Bhavnagar University,28152,66204,0,0,0,0,0,27-07-1983,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,Bhavnagar,11692.8
74965,Gujarat Technological University,22879.56,38749.56,0,0,2896.3,0,0,22-10-1984,,gtu.ac.in,Ahmedabad,2896.3
81317,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,0,2294.6,0,0,04-07-1968,,msubaroda.ac.in,Vadodara,5813.5
8504,Sardarkrushinagar Dantiwada Agricultural University,28079.4,41432.76,0,0,0,,0,06-11-1979,,sdau.edu.in,Palanpur,2262
26584,Dr. Babasaheb Ambedkar Open University,52464,125736,0,0,650,0,23270.64,17-10-1988,2.00% @ 62,baou.edu.in,,75498.2
40506,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,291194.4,0,0,0,0,0,12-11-1953,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,Bhavnagar,2893.8
6281,Sardarkrushinagar Dantiwada Agricultural University,56316,98904,0,0,4650,0,23270.64,19-07-1977,2.00% @ 55,sdau.edu.in,Palanpur,79233.84
108077,Saurashtra University,28079.4,41432.76,0,0,0,0,0,19-11-1974,,saurashtrauniversity.edu,,903.5
6896,Sardarkrushinagar Dantiwada Agricultural University,92088,292068,0,0,17680.74,0,10285.17,07-11-1975,2.00% @ 62,sdau.edu.in,Palanpur,180276.82
116758,Shri Govind Guru University,44712,157800,0,,0,0,1469.31,25-02-1986,2.00% @ 60,sggu.ac.in,,27701.96
45376,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,38749.56,0,0,1292.5,0,0,25-08-1966,,www.mkbhavuni.edu.in,,1292.5
27493,Dr. Babasaheb Ambedkar Open University,49512,66192,0,0,3258.08,0,9329.16,22-03-1968,2.00% @ 62,baou.edu.in,Ahmedabad,41885.76
40490,Maharaja Krishnakumarsinhji Bhavnagar University,48288,84816,0,0,650,0,9716.28,09-09-1986,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar,71642.08
36532,Dharamsinh Desai University,59076,131088,0,0,20255.9,0,23270.64,04-03-1974,2.00% @ 62,ddu.ac.in,Nadiad,66573.25
113921,Gujarat National Law University,59076,131088,0,,12604.8,,23294.25,24-10-1973,2.00% @ 55,gnlu.ac.in,,135306.76
85916,Navsari Agricultural University,49512,66192,0,0,1062.93,0,44.82,14-03-1983,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.nau.in,,12104.85
27404,Dr. Babasaheb Ambedkar Open University,49512,66192,0,0,4782,0,2249.67,04-02-1966,Part-Time Seasonal and Temporary (PST) Retirement Plan,baou.edu.in,,14460.4
65987,Krantiguru Shyamji Krishna Verma Kachchh University,85188,150792,0,0,33057.84,,8025.12,08-07-1966,2.00% @ 55,kskvku.digitaluniversity.ac,Bhuj,121871.84
3174,Institute of Infrastructure Technology Research and Management,49512,66192,0,0,1062.93,,9237.72,02-05-1979,2.00% @ 62,iitram.ac.in,Ahmedabad,44740.53
100019,Sardar Patel University,85188,150792,0,0,0,0,9807.72,26-07-1959,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar ,100973.68
97122,Gujarat Forensic Sciences University,33336,83460,0,0,0,,17438.28,08-11-1978,2.00% @ 62,gfsu.edu.in,,18614.88
66287,Krantiguru Shyamji Krishna Verma Kachchh University,49512,66192,0,0,15767.68,0,2399.52,25-07-1963,2.00% @ 62,kskvku.digitaluniversity.ac,Bhuj,43684.34
10352,Sardarkrushinagar Dantiwada Agricultural University,59076,131088,0,0,0,0,1769.64,10-01-1952,2.00% @ 62,sdau.edu.in,Palanpur,81725
57717,Gujarat University of Transplantation Sciences,22879.56,38749.56,0,0,825,,0,26-06-1987,,www.guts.education,Ahmedabad,825
23070,Bhakta Kavi Narsinh Mehta University,59076,131088,0,0,5152.36,0,18602.64,15-03-1978,2.00% @ 55,www.bknmu.edu.in,,54864.25
19647,Ganpat University,59076,131088,0,0,6000,0,0,27-09-1959,,gu.ac.in,Mehsana,17416.8
99437,Sardar Patel University,67656,143952,0,0,0,0,22015.08,18-02-1963,2.00% @ 55,spuvvn.edu,,106161.72
85497,Navsari Agricultural University,49512,66192,0,0,6165.14,0,0,04-06-1952,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.nau.in,,15697.93
89562,Gujarat Forensic Sciences University,62340,88932,0,0,1023.79,0,11901.84,08-06-1964,2.00% @ 62,gfsu.edu.in,Gandhinagar,61994.97
58036,Gujarat University of Transplantation Sciences,22879.56,38749.56,0,0,863.1,0,0,18-03-1986,,www.guts.education,,863.1
83672,Navsari Agricultural University,34152,59976,0.3,41.07,1.2,,0,03-05-1989,2.00% @ 60,www.nau.in,Navsari,118.21
121506,Veer Narmad South Gujarat University,59076,131088,0,0,0,,9319.08,14-02-1968,2.00% @ 62,vnsgu.ac.in,Surat,68467
6331,Sardarkrushinagar Dantiwada Agricultural University,31200,53496,22.5,0,831.6,0,406.41,27-01-1966,Part-Time Seasonal and Temporary (PST) Retirement Plan,sdau.edu.in,Palanpur,15870.91
86027,Navsari Agricultural University,59076,131088,0,0,18361.26,0,0,24-04-1950,,www.nau.in,,44469.2
91322,Gujarat Forensic Sciences University,28079.4,41432.76,0,0,1324.8,,0,27-11-1965,,gfsu.edu.in,,1545.8
110905,Saurashtra University,22879.56,38749.56,0,0,4344.3,0,0,14-05-1978,,saurashtrauniversity.edu,Rajkot,7632.9
39081,Dharamsinh Desai University,28152,66204,0,0,728.45,0,0,21-09-1957,,ddu.ac.in,Nadiad,13601.11
29931,Anand Agricultural University,31200,48888,154.2,0,1038.9,,17631.72,12-05-1977,2.00% @ 62,www.aau.in,Anand ,33830.4
50565,Gujarat Ayurved University,22879.56,38749.56,0,0,1874.4,0,0,13-02-1962,,ayurveduniversity.edu.in,Jamnagar,1874.4
50740,Gujarat University of Transplantation Sciences,41112,72204,0,0,650,0,23270.64,02-11-1960,2.00% @ 55,www.guts.education,,47920.64
97497,Sardar Patel University,39456,73944,0,0,0,,0,07-09-1964,2.00% @ 62,spuvvn.edu,Vallabh Vidhyanagar ,4356
15399,Hemchandracharya North Gujarat University,61812,115416,0,2618.05,0,0,3669.18,26-06-1968,2.00% @ 62,ngu.ac.in,Patan,12812.76
114965,Gujarat National Law University,59076,131088,0,213.01,10768.4,,23289.3,21-09-1952,2.00% @ 55,gnlu.ac.in,,55271.39
59791,Gujarat University,41112,72204,303.08,0,684.12,0,23270.64,20-09-1952,2.00% @ 55,gujaratuniversity.org.in,Ahmedabad,41057.16
94782,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,100.1,,0,12-07-1969,,gfsu.edu.in,,100.1
8230,Sardarkrushinagar Dantiwada Agricultural University,85188,150792,0,,5316,,16978.68,09-10-1954,2.00% @ 55,sdau.edu.in,Palanpur,105973.6
107454,Saurashtra University,28079.4,41432.76,0,0,0,0,0,19-10-1983,,saurashtrauniversity.edu,Rajkot,51
9401,Sardarkrushinagar Dantiwada Agricultural University,28079.4,41432.76,0,0,0,0,0,12-07-1972,,sdau.edu.in,Palanpur,903.5
21956,Bhakta Kavi Narsinh Mehta University,67656,143952,0,0,30.32,0,23270.64,10-10-1987,2.00% @ 55,www.bknmu.edu.in,Junagadh,83310.94
21962,Bhakta Kavi Narsinh Mehta University,67656,143952,0,,13315.5,0,17631.72,01-07-1978,2.00% @ 62,www.bknmu.edu.in,Junagadh,92749.6
104900,Sardar Patel University,31872,55992,0,0,650,,23270.64,04-09-1958,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar ,39396.4
48655,Gujarat Ayurved University,26004,48696,0,0,1970.14,,9329.16,13-05-1976,2.00% @ 55,ayurveduniversity.edu.in,Jamnagar,34187.91
122218,Veer Narmad South Gujarat University,49512,66192,0,,0,,2307.36,16-05-1956,Part-Time Seasonal and Temporary (PST) Retirement Plan,vnsgu.ac.in,Surat,4839.2
30524,Anand Agricultural University,14496,38028,0,0,24538.7,0,0,19-03-1972,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.aau.in,Anand ,24538.7
76297,Maharaja Sayajirao University of Baroda,39456,73944,0,0,650,,23270.64,22-08-1950,2.00% @ 55,msubaroda.ac.in,Vadodara,47969
65136,Gujarat University,31908,76020,0,0,1288.5,0,0,05-10-1984,,gujaratuniversity.org.in,Ahmedabad,9750.18
25672,Bhakta Kavi Narsinh Mehta University,54648,77856,0,0,1023.79,0,9329.16,17-08-1962,2.00% @ 62,www.bknmu.edu.in,Junagadh,55711.37
68082,Gujarat Technological University,34152,59976,0,2434.78,650,0,8467.91,11-10-1951,2.00% @ 62,gtu.ac.in,,24432.26
77387,Maharaja Sayajirao University of Baroda,66408,85752,2979.51,0,534.79,0,23510.64,01-11-1979,2.00% @ 55,msubaroda.ac.in,Vadodara,68463.02
34713,Dharamsinh Desai University,59076,131088,0,6259.84,0,0,22079.42,26-10-1971,2.00% @ 62,ddu.ac.in,Nadiad,72973.22
103234,Sardar Patel University,22879.56,38749.56,0,0,840,0,0,24-03-1953,,spuvvn.edu,Vallabh Vidhyanagar ,840
38947,Dharamsinh Desai University,22879.56,38749.56,0,0,993.6,0,0,27-06-1975,,ddu.ac.in,Nadiad,993.6
96129,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,1575.4,0,0,16-06-1974,,gfsu.edu.in,Gandhinagar,1575.4
10855,Sardarkrushinagar Dantiwada Agricultural University,31200,58428,0,11.63,0,,0,12-01-1967,2.00% @ 55,sdau.edu.in,Palanpur,245.63
80146,Maharaja Sayajirao University of Baroda,59076,131088,0,0,17485.2,0,23270.64,05-10-1981,2.00% @ 62,msubaroda.ac.in,Vadodara,75061.92
48551,Gujarat Ayurved University,59076,131088,0,0,0,,0,12-05-1980,Part-Time Seasonal and Temporary (PST) Retirement Plan,ayurveduniversity.edu.in,Jamnagar,16427.2
87107,Navsari Agricultural University,22879.56,38749.56,0,0,82.5,,0,15-05-1959,,www.nau.in,Navsari,82.5
4437,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0,0,578.5,0,0,26-11-1958,,iitram.ac.in,Ahmedabad,1865.5
61028,Gujarat University,26928,38172,0,0,0,0,0,17-02-1976,,gujaratuniversity.org.in,Ahmedabad,1089.5
39204,Dharamsinh Desai University,28152,66204,0,0,1048.4,,0,08-10-1957,,ddu.ac.in,Nadiad,10257.6
33835,Dharamsinh Desai University,37380,65700,0,0,650,0,9237.72,14-02-1951,2.00% @ 55,ddu.ac.in,Nadiad,45250.76
2200,Institute of Infrastructure Technology Research and Management,59076,131088,0,,0,0,9237.72,26-09-1962,2.00% @ 60,iitram.ac.in,,69411.76
76539,Maharaja Sayajirao University of Baroda,31200,44604,0,0,294.31,0,1280,01-01-1983,2.00% @ 62,msubaroda.ac.in,,23485.11
15309,Hemchandracharya North Gujarat University,22879.56,38749.56,0,,690.8,,0,16-04-1950,Part-Time Seasonal and Temporary (PST) Retirement Plan,ngu.ac.in,,724.9
109488,Saurashtra University,59076,131088,0,0,0,0,9237.72,09-06-1958,2.00% @ 55,saurashtrauniversity.edu,Rajkot,38091
29590,Anand Agricultural University,60864,213120,0,13771.8,0,0,11754.48,26-10-1961,2.00% @ 55,www.aau.in,Anand ,85793.68
75247,Gujarat Technological University,22879.56,38749.56,0,0,9790.23,,0,17-01-1984,,gtu.ac.in,Ahmedabad,9790.23
65391,Krantiguru Shyamji Krishna Verma Kachchh University,46764,82152,0,0,0,,0,07-08-1983,Part-Time Seasonal and Temporary (PST) Retirement Plan,kskvku.digitaluniversity.ac,Bhuj,752.5
23940,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,543.03,,0,04-11-1986,,www.bknmu.edu.in,,627.53
8871,Sardarkrushinagar Dantiwada Agricultural University,28079.4,41432.76,0,0,0,0,0,01-05-1987,,sdau.edu.in,Palanpur,1254.5
15871,Hemchandracharya North Gujarat University,28079.4,41432.76,0,0,0,,0,16-05-1959,,ngu.ac.in,,1762.8
80934,Maharaja Sayajirao University of Baroda,38664,81528,0,0,4527.43,,809.69,14-09-1966,2.00% @ 55,msubaroda.ac.in,Vadodara,9708.34
113521,Gujarat National Law University,60864,213120,0,0,138,0,9329.16,22-10-1986,2.00% @ 55,gnlu.ac.in,,115039.16
22629,Bhakta Kavi Narsinh Mehta University,28079.4,41432.76,0,0,0,,0,22-04-1961,,www.bknmu.edu.in,,72.8
95828,Gujarat Forensic Sciences University,50148,71304,0,0,3105.79,0,2078.64,27-09-1982,2.00% @ 60,gfsu.edu.in,,53009.79
37477,Dharamsinh Desai University,22879.56,38749.56,0,0,5465.75,0,0,17-03-1979,,ddu.ac.in,Nadiad,7872
17790,Shree Somnath Sanskrit University,44712,157800,0,,726,0,17594.37,25-09-1987,2.00% @ 55,sssu.ac.in,,121781.52
50509,Gujarat Ayurved University,22879.56,38749.56,0,0,1298,0,0,20-05-1976,,ayurveduniversity.edu.in,Jamnagar,1298
117495,Shri Govind Guru University,59076,131088,0,0,0,0,9237.72,21-08-1986,2.00% @ 62,sggu.ac.in,,70766
23799,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,2123,0,0,09-08-1951,,www.bknmu.edu.in,Junagadh,2491.5
68226,Gujarat Technological University,37380,65700,0,0,0,0,52.29,02-08-1977,2.00% @ 62,gtu.ac.in,Ahmedabad,12881.36
104054,Sardar Patel University,22879.56,38749.56,0,0,4488,0,0,05-10-1955,,spuvvn.edu,,5698
45770,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,38749.56,0,,7265.95,0,0,01-06-1968,,www.mkbhavuni.edu.in,Bhavnagar,9922.45
30856,Anand Agricultural University,28079.4,41432.76,0,0,0,0,0,24-03-1971,,www.aau.in,Anand ,53
77102,Maharaja Sayajirao University of Baroda,26004,42048,0,0,650,0,16613.64,17-02-1952,2.00% @ 55,msubaroda.ac.in,Vadodara,39870.64
2029,Institute of Infrastructure Technology Research and Management,52464,125736,0,0,650,,9237.72,12-09-1981,2.00% @ 62,iitram.ac.in,Ahmedabad,60709.08
92785,Gujarat Forensic Sciences University,59076,131088,0,0,6902.81,0,74.7,18-01-1971,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,Gandhinagar,25012.81
84453,Navsari Agricultural University,32832,57672,2846.58,0,69.02,0,9980.6,23-06-1983,2.00% @ 62,www.nau.in,,21513.61
35995,Dharamsinh Desai University,49512,66192,0,0,1636.8,,22015.08,24-07-1988,2.00% @ 55,ddu.ac.in,,43545.44
111013,Saurashtra University,22879.56,38749.56,0,0,8835.75,0,0,01-06-1971,,saurashtrauniversity.edu,Rajkot,12345.75
21404,Bhakta Kavi Narsinh Mehta University,56472,75924,0,0,0,0,0,26-06-1967,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.bknmu.edu.in,Junagadh,257.03
65037,Gujarat University,22879.56,38749.56,0,0,954.8,,0,02-03-1956,,gujaratuniversity.org.in,Ahmedabad,954.8
2696,Institute of Infrastructure Technology Research and Management,28079.4,41432.76,0,0,0,0,0,01-02-1987,,iitram.ac.in,,1105.15
90174,Gujarat Forensic Sciences University,59076,131088,0,,11197.5,,23270.64,08-03-1972,2.00% @ 55,gfsu.edu.in,Gandhinagar,84223.54
54528,Gujarat University of Transplantation Sciences,49512,66192,0,0,4734.68,,23809.59,27-01-1977,2.00% @ 55,www.guts.education,,65268.18
99652,Sardar Patel University,59076,131088,0,0,5256.51,,22007.61,16-08-1964,2.00% @ 62,spuvvn.edu,Vallabh Vidhyanagar ,72782.72
19095,Ganpat University,56124,70536,183.4,0,738.4,0,9237.72,23-09-1986,2.00% @ 60,gu.ac.in,Mehsana,56478.8
27353,Dr. Babasaheb Ambedkar Open University,49512,66192,0,0,0,0,89.64,05-11-1956,2.00% @ 55,baou.edu.in,Ahmedabad,54239.5
114099,Gujarat National Law University,85188,150792,0,0,3505,0,0,25-02-1956,,gnlu.ac.in,,9515
6990,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,0,0,,0,01-06-1957,Part-Time Seasonal and Temporary (PST) Retirement Plan,sdau.edu.in,Palanpur,436.05
32784,Anand Agricultural University,22879.56,38749.56,0,0,734.8,0,0,24-11-1984,,www.aau.in,,734.8
80499,Maharaja Sayajirao University of Baroda,59076,131088,0,0,0,,0,19-09-1955,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,Vadodara,2854.2
3222,Institute of Infrastructure Technology Research and Management,49512,66192,0,,1866.66,0,23270.64,21-07-1974,2.00% @ 62,iitram.ac.in,Ahmedabad,57908.44
52207,Gujarat University of Transplantation Sciences,62484,79848,14050.41,,0,0,2991.61,02-09-1974,2.00% @ 62,www.guts.education,,49082.8
51448,Gujarat University of Transplantation Sciences,44712,157800,0,0,60,0,23270.64,01-03-1955,2.00% @ 62,www.guts.education,,95775.72
103975,Sardar Patel University,62340,88932,0,0,1023.79,,9194.16,16-02-1954,2.00% @ 60,spuvvn.edu,Vallabh Vidhyanagar ,64402.79
31100,Anand Agricultural University,49512,66192,0,0,2125.86,,0,21-02-1975,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.aau.in,Anand ,4251.72
119943,Shri Govind Guru University,22879.56,38749.56,0,0,4465.23,0,0,22-03-1980,,sggu.ac.in,,4465.23
35253,Dharamsinh Desai University,28079.4,41432.76,0,0,0,,0,16-05-1983,,ddu.ac.in,Nadiad,1587.85
92888,Gujarat Forensic Sciences University,59076,131088,0,0,0,,0,06-04-1975,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,,8562.6
50194,Gujarat Ayurved University,22879.56,38749.56,0,0,3003,,0,07-05-1954,,ayurveduniversity.edu.in,,3003
121559,Veer Narmad South Gujarat University,85188,150792,0,0,300,,23270.64,10-03-1959,2.00% @ 55,vnsgu.ac.in,Surat,92988.16
113025,Saurashtra University,28152,66204,0,0,0,0,0,12-08-1960,,saurashtrauniversity.edu,,1086.39
95385,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,125.4,0,0,13-08-1960,,gfsu.edu.in,Gandhinagar,125.4
63658,Gujarat University,22879.56,38749.56,0,0,0,0,0,02-02-1979,,gujaratuniversity.org.in,Ahmedabad,6378
15238,Hemchandracharya North Gujarat University,92088,292068,0,0,58.75,0,23270.64,12-01-1953,2.00% @ 62,ngu.ac.in,Patan,198231.95
39792,Maharaja Krishnakumarsinhji Bhavnagar University,34152,59976,0,0,824,,9237.72,10-02-1967,2.00% @ 62,www.mkbhavuni.edu.in,,36287
85160,Navsari Agricultural University,28079.4,41432.76,0,0,946,,0,24-03-1975,,www.nau.in,,2025
123302,Veer Narmad South Gujarat University,22879.56,38749.56,0,0,572,,0,21-02-1981,,vnsgu.ac.in,Surat,572
110092,Saurashtra University,22879.56,38749.56,0,0,0,,0,20-11-1967,,saurashtrauniversity.edu,Rajkot,607.5
26786,Dr. Babasaheb Ambedkar Open University,85188,150792,0,0,43980,0,17631.72,05-11-1950,2.00% @ 55,baou.edu.in,,135762.64
36460,Dharamsinh Desai University,49512,66192,0,0,2796.4,,3885.91,25-11-1974,Part-Time Seasonal and Temporary (PST) Retirement Plan,ddu.ac.in,Nadiad,11724.8
61134,Gujarat University,34152.84,333105.48,0,0,0,,0,26-05-1970,Part-Time Seasonal and Temporary (PST) Retirement Plan,gujaratuniversity.org.in,Ahmedabad,24378.63
111158,Saurashtra University,22879.56,38749.56,0,0,208,0,0,23-03-1956,,saurashtrauniversity.edu,,208
13355,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,0,279.4,,0,09-01-1951,,sdau.edu.in,Palanpur,279.4
18129,Shree Somnath Sanskrit University,59076,131088,0,0,16651.2,,17631.72,20-03-1966,2.00% @ 62,sssu.ac.in,,81032.08
91626,Gujarat Forensic Sciences University,28079.4,41432.76,0,0,0,0,0,26-10-1986,,gfsu.edu.in,Gandhinagar,858
119132,Shri Govind Guru University,22879.56,38749.56,0,0,205.33,0,0,27-05-1985,,sggu.ac.in,Godhra,205.33
123407,Veer Narmad South Gujarat University,22879.56,38749.56,0,0,3092.77,0,0,18-08-1954,,vnsgu.ac.in,,3092.77
31768,Anand Agricultural University,22879.56,38749.56,0,0,2554.48,,0,14-04-1952,,www.aau.in,Anand ,7504.65
75220,Gujarat Technological University,22879.56,38749.56,0,0,3746.86,0,0,25-02-1981,,gtu.ac.in,Ahmedabad,3746.86
68442,Gujarat Technological University,60864,213120,0,0,138,,23270.64,04-01-1966,2.00% @ 55,gtu.ac.in,Ahmedabad,148839.72
